OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
91,AL4451,US 220 McMullen Highway,Allegany,Primary Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=316,39.5930465408254,-78.8338530949359,Maryland State Highway Administration,6,-8775744.3838,4806979.9463
92,AL6211,I-68 Cumberland Viaduct,Allegany,Interstate Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=313,39.6488302594107,-78.762698408155,Maryland State Highway Administration,6,-8767823.4803,4815041.7079
93,AZ2321,I-70 MD 32 to I-695,Howard,Interstate Development & Evaluation Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=342,39.1593722226788,-76.6786139369924,Maryland State Highway Administration,7,-8535824.2582,4744526.0547
94,CH2481,MD 6 Charles Street,Charles,Secondary  Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=376,38.529124552222,-76.9755409096587,Maryland State Highway Administration,5,-8568878.0176,4654445.3996
95,CL1721,MD 91 Emory Road,Carroll,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=363,39.5005035894604,-76.8812569066938,Maryland State Highway Administration,7,-8558382.3704,4793620.1104
96,CL1721,MD 91 Emory Road,Carroll,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=363,39.4999530687138,-76.8824761927239,Maryland State Highway Administration,7,-8558518.1007,4793540.6885
97,CL5031,MD 32 Sykesville Road 2nd Street to Main Street,Carroll,Primary Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=364,39.3901334532864,-76.9638859084477,Maryland State Highway Administration,7,-8567580.5888,4777709.9135
98,FR1291,MD 17 Burkittsville Middletown Road,Frederick,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=386,39.4200117329352,-77.571377834777,Maryland State Highway Administration,7,-8635206.2807,4782014.472
99,FR1541,MD 77 Rocky Ridge Road,Frederick,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=388,39.6055478404991,-77.3302950925837,Maryland State Highway Administration,7,-8608369.0726,4808786.0466
100,GA1961,MD 42 Friendsville Road,Garrett,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=398,39.6635619573681,-79.4508925469718,Maryland State Highway Administration,6,-8844432.9014,4817171.7915
101,GA6463,US 219 Chestnut Ridge Road,Garrett,Primary Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=399,39.708677343479,-79.094811064587,Maryland State Highway Administration,6,-8804794.0921,4823697.9356
102,HO7563,MD 32 Patuxent Freeway,Howard,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=411,39.2731618792639,-76.9870837166805,Maryland State Highway Administration,7,-8570162.957,4760875.5429
103,MO8862,MD 28 Norbeck Road and MD 198 Spencerville Road/Sandy Spring Road,Montgomery,Secondary  Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=427,39.1211569626864,-76.9889143206345,Maryland State Highway Administration,3,-8570366.7389,4739041.1566
104,PG0191,I-95 Capital Beltway,Prince George's,Interstate Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=436,38.8398557873352,-76.8669111862039,Maryland State Highway Administration,3,-8556785.4121,4698758.1795
105,PG0191,I-95 Capital Beltway,Prince George's,Interstate Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=436,38.8397496372468,-76.8665839380307,Maryland State Highway Administration,3,-8556748.983,4698743.0087
106,PG7201,MD 717 Water Street,Prince George's,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=444,38.8143045595234,-76.7507076444178,Maryland State Highway Administration,3,-8543849.693,4695107.0917
107,PGA201,I-95/I-495 Capital Beltway,Prince George's,Interstate Development & Evaluation Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=446,38.9070255509339,-76.8498216892394,Maryland State Highway Administration,3,-8554883.018,4708362.5171
108,SM1671,MD 5 Point Lookout Road,St. Mary's,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=470,38.225785764078,-76.4629531777765,Maryland State Highway Administration,5,-8511817.0123,4611371.0536
109,SO1944,MD 413 Trail,Somerset,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=477,38.0745187688138,-75.7278507288086,Maryland State Highway Administration,1,-8429985.782,4589958.1707
110,WA0921,I-81 Maryland Veterans Memorial Highway,Washington,Interstate Development & Evaluation Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=490,39.615004184299,-77.7929851860521,Maryland State Highway Administration,6,-8659875.4982,4810152.4496
111,WA4611,I-68 National Freeway,Washington,Interstate Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=485,39.7116938194075,-78.2033670758224,Maryland State Highway Administration,6,-8705559.0012,4824134.4346
112,AL3981,MD 144 Naves Cross Road,Allegany,Secondary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=315,39.6724957293702,-78.7237645227311,Maryland State Highway Administration,6,-8763489.38,4818463.7634
113,AW0734,I-270 Eisenhower Memorial Highway and I-495 Capital Beltway - Phase 1 South,Statewide,Interstate Development & Evaluation Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=300,39.0126379514878,-77.1497998230058,Maryland State Highway Administration,0,-8588276.4311,4723482.0124
114,AW0735,I-270 Eisenhower Memorial Highway and I-495 Capital Beltway - Phase 1 North,Statewide,Interstate Development & Evaluation Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=301,39.0070545128705,-77.1529276876549,Maryland State Highway Administration,0,-8588624.6234,4722682.1214
115,AZ3401,NEVI Program,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=294,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
116,QA2363,US 50 Ocean Gateway,Queen Anne's,Primary Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=465,38.9393438988295,-76.0625452906907,Maryland State Highway Administration,2,-8467243.8102,4712986.827
117,QA2364,US 50 Ocean Gateway,Queen Anne's,Primary Development & Evaluation  Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=464,38.9543477756551,-76.0784854390633,Maryland State Highway Administration,2,-8469018.2594,4715134.3912
118,State12,Highway User Revenue,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=302,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
119,State2,Sidewalk Program,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=292,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
120,State3,Total Maximum Daily Load (TMDL),Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=293,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
121,State5,Carbon Reduction Program,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=295,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
122,State6,Complete Streets Program,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=296,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
123,State7,Protect Program,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=297,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
124,State8,Traffic Relief Plan (Phase 2) Smart Traffic Signals,Statewide,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=298,39.2981953624873,-76.6123356029161,Maryland State Highway Administration,0,-8528446.1878,4764475.9564
125,TA2951,Easton Shop,Talbot,Primary Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=481,38.7753643841329,-76.0600745903844,Maryland State Highway Administration,2,-8466968.7731,4689545.3371
126,WA4431,I-70 Eisenhower Memorial Highway,Washington,Interstate Construction Program,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=488,39.6057998588472,-77.7445449689655,Maryland State Highway Administration,6,-8654483.1579,4808822.4598
127,WA4481,North Cleveland Avenue - Geometric Improvements at Eastern Boulevard,Washington,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=492,39.6425246747225,-77.7085871805183,Maryland State Highway Administration,6,-8650480.3552,4814130.1104
128,PG0111,Kenilworth Avenue - Intersection Reconstruct - M Square Betterments near River Road,Prince George's,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=458,38.9672065365059,-76.9182319626401,Maryland State Highway Administration,3,-8562498.4148,4716975.2783
129,AT0442,Tree Planting at Various Locations in Charles County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=377,38.9860616042684,-76.553373944421,Maryland State Highway Administration,5,-8521882.606,4719675.2136
130,AT6204,Statewide CHART DMS Deployment - Phase 5,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=303,39.1604465342789,-76.6792453205848,Maryland State Highway Administration,0,-8535894.5435,4744680.2898
131,AT6205,Statewide CHART DMS Deployment - Phase 6,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=303,39.1604794254099,-76.6792758210836,Maryland State Highway Administration,0,-8535897.9388,4744685.0119
132,AW4652,"Drainage Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.2274978327159,-76.0482653780836,Maryland State Highway Administration,2,-8465654.1776,4754311.2726
133,PG8901,Bicycle and Pedestrian Route - Purple Line Alignment,Prince George's,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=459,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
134,XX2293,Geometric Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
135,XX2293,Geometric Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
136,XX1674,"Drainage Improvements at Various Locations in Dorchester, Somerset, Wicomico and Worcester Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.3756624436541,-75.6112135423871,Maryland State Highway Administration,1,-8417001.7898,4632631.0883
137,AL2511,New Georges Creek Road - Deck Replacement for Bridge 0107800 over North Branch,Allegany,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=318,39.7007689091517,-78.8438706245891,Maryland State Highway Administration,6,-8776859.5301,4822553.6366
138,AL2631,Industrial Boulevard - Deck Replacement for Bridge 0104800 over C&O Canal,Allegany,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=318,39.543871460921,-78.4616907089532,Maryland State Highway Administration,6,-8734315.4565,4799878.6352
139,AX4472,Landscape Installation and Establishment at Various Locations in District 3,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=303,39.0053616455349,-76.8951669002535,Maryland State Highway Administration,3,-8559930.8238,4722439.6114
140,BAA361,"Cleaning and Painting of Bridge #s 0304300, 0324400, 0327605, 0327606 and 03417X0",Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.496146795357,-76.5692551471412,Maryland State Highway Administration,4,-8523650.4934,4792991.5866
141,BAA361,"Cleaning and Painting of Bridge #s 0304300, 0324400, 0327605, 0327606 and 03417X0",Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.3138607885264,-76.4933697964286,Maryland State Highway Administration,4,-8515202.9748,4766729.6742
142,BAA361,"Cleaning and Painting of Bridge #s 0304300, 0324400, 0327605, 0327606 and 03417X0",Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.314649473002,-76.4922234419215,Maryland State Highway Administration,4,-8515075.3632,4766843.1522
143,BAA361,"Cleaning and Painting of Bridge #s 0304300, 0324400, 0327605, 0327606 and 03417X0",Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.2704516534196,-76.464843631088,Maryland State Highway Administration,4,-8512027.4566,4760485.8248
144,BAA361,"Cleaning and Painting of Bridge #s 0304300, 0324400, 0327605, 0327606 and 03417X0",Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.2428928137018,-76.6715763041895,Maryland State Highway Administration,4,-8535040.8325,4756523.845
145,BAA391,Bridge Deck Replacement and Minor Rehabilitation of Bridge # 0323900 over Ingleside Avenue,Baltimore,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=345,39.3021682264931,-76.7167781979832,Maryland State Highway Administration,4,-8540072.6843,4765047.4676
146,CE2941,"Appleton Road - Small Structure Replacement, Structure 07111X0 over Branch of Big Elk Creek",Cecil,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=369,39.6456292207645,-75.8126096307112,Maryland State Highway Administration,2,-8439421.0998,4814578.9238
147,FR6871,"Catoctin Mountain Highway - Bridge Deck Replacement, Bridge 1010900 over MD 77 and Hunting Creek",Frederick,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=393,39.6248652569737,-77.4182990272962,Maryland State Highway Administration,7,-8618165.6258,4811577.5331
148,GA1951,"Garrett Highway - Small Structure Replacement, Structure 11010X0 over Tributary of Youghiogheny River",Garrett,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=401,39.292457270045,-79.4704496953606,Maryland State Highway Administration,6,-8846609.9932,4763650.5678
